te,pkt,byt,label
2016-06-05 10:35:00,7119098,4859421123,0
2016-06-05 10:40:00,7499717,4916519611,0
2016-06-05 10:45:00,7692028,5094799203,0
2016-06-05 10:50:00,7342960,5038380498,0
2016-06-05 10:55:00,8764189,5245966495,0
2016-06-05 11:00:00,7965714,5243591942,0
2016-06-05 11:05:00,8830819,5753509836,0
2016-06-05 11:10:00,7405692,5150961520,0
2016-06-05 11:15:00,8646189,5439935464,0
2016-06-05 11:20:00,7118848,4899897644,0
2016-06-05 11:25:00,8230126,5260821311,0
2016-06-05 11:30:00,8836841,5176793853,0
2016-06-05 11:35:00,9334630,5377211657,0
2016-06-05 11:40:00,8537937,5084040028,0
2016-06-05 11:45:00,106345781,8219342182,0
2016-06-05 11:50:00,106696131,8146335743,0
2016-06-05 11:55:00,114067021,8605676351,0
2016-06-05 12:00:00,10284574,5905314893,0
2016-06-05 12:05:00,10125140,5709364397,1
2016-06-05 12:10:00,8379361,5436010156,1
2016-06-05 12:15:00,6315750,3100056213,1
2016-06-05 12:20:00,7815691,5485636112,0
2016-06-05 12:25:00,7773248,5350425851,0
2016-06-05 12:30:00,7646649,5274818708,0
2016-06-05 12:35:00,7686034,5381263060,0
2016-06-05 12:40:00,7398902,5140303233,0
2016-06-05 12:45:00,7078835,4650591060,0
2016-06-05 12:50:00,106403867,7806893933,0
2016-06-05 12:55:00,7611299,5244156183,0
2016-06-05 13:00:00,7736564,5062975939,0
2016-06-05 13:05:00,82932231,7509245796,0
2016-06-05 13:10:00,93237865,7729220857,0
2016-06-05 13:15:00,7926727,5211519708,0
2016-06-05 13:20:00,7904856,5189953823,0
2016-06-05 13:25:00,120285905,9856174619,0
2016-06-05 13:30:00,221467602,11893434737,0
2016-06-05 13:35:00,71641074,5486034950,0
2016-06-05 13:40:00,6949065,4810836859,0
2016-06-05 13:45:00,7261647,5013872296,0
2016-06-05 13:50:00,7135187,4944255867,0
2016-06-05 13:55:00,6835024,4745181127,0
2016-06-05 14:00:00,7089795,4948296129,0
2016-06-05 14:05:00,7098536,5080519235,0
2016-06-05 14:10:00,7006579,4926607149,0
2016-06-05 14:15:00,6998667,4760669863,0
2016-06-05 14:20:00,6670808,4515798804,0
2016-06-05 14:25:00,6954610,4681892588,0
2016-06-05 14:30:00,7702318,5417777248,0
2016-06-05 14:35:00,7061234,4777763746,0
2016-06-05 14:40:00,6952513,4824104953,0
2016-06-05 14:45:00,7405459,5163415283,0
2016-06-05 14:50:00,7303868,5096941740,0
2016-06-05 14:55:00,7042172,4735163451,0
2016-06-05 15:00:00,8536762,6061305021,0
2016-06-05 15:05:00,7876667,5846275855,0
2016-06-05 15:10:00,7437737,5140545420,0
2016-06-05 15:15:00,7913690,5654472553,0
2016-06-05 15:20:00,7930155,5575399140,0
2016-06-05 15:25:00,7505478,5179084614,0
2016-06-05 15:30:00,8382543,6062092957,0
2016-06-05 15:35:00,7411191,5033504143,0
2016-06-05 15:40:00,7534778,5222239544,0
2016-06-05 15:45:00,7906072,5454824721,0
2016-06-05 15:50:00,6029073,2983717118,0
2016-06-05 15:55:00,7438404,5026426203,0
2016-06-05 16:00:00,7995518,5729249777,0
2016-06-05 16:05:00,8341261,5772897653,0
2016-06-05 16:10:00,7990340,5681725332,0
2016-06-05 16:15:00,8621072,6287023166,0
2016-06-05 16:20:00,8153055,5745637846,0
2016-06-05 16:25:00,7648231,5276444624,0
2016-06-05 16:30:00,7529223,5104656035,0
2016-06-05 16:35:00,7543764,5141460527,0
2016-06-05 16:40:00,7813411,5494544345,0
2016-06-05 16:45:00,8212970,5799278091,0
2016-06-05 16:50:00,8618863,6010406568,0
2016-06-05 16:55:00,7725572,5501060986,0
2016-06-05 17:00:00,8891470,6344455939,0
2016-06-05 17:05:00,8002258,5605975469,0
2016-06-05 17:10:00,7451755,5179799924,0
2016-06-05 17:15:00,7383327,5000929329,0
2016-06-05 17:20:00,7615478,5239134284,0
2016-06-05 17:25:00,7658022,5359767635,0
2016-06-05 17:30:00,7936748,5551910361,0
2016-06-05 17:35:00,8040009,5623632153,0
2016-06-05 17:40:00,8031236,5722350759,0
2016-06-05 17:45:00,7686484,5228509904,0
2016-06-05 17:50:00,8264469,5888684840,0
2016-06-05 17:55:00,10445156,8576881354,0
2016-06-05 18:00:00,9199576,6750408844,0
2016-06-05 18:05:00,8330859,5955939482,0
2016-06-05 18:10:00,8506282,6129204361,0
2016-06-05 18:15:00,8423372,5895924264,0
2016-06-05 18:20:00,8282024,6185768091,0
2016-06-05 18:25:00,8349073,5943925013,0
2016-06-05 18:30:00,8340508,5884714887,1
2016-06-05 18:35:00,7762529,5754972888,0
2016-06-05 18:40:00,10777733,9050474413,0
2016-06-05 18:45:00,8296746,5824989969,0
2016-06-05 18:50:00,8078847,5581618647,0
2016-06-05 18:55:00,9106095,6743054257,0
2016-06-05 19:00:00,11865093,9381385967,0
2016-06-05 19:05:00,9183734,6571385738,0
2016-06-05 19:10:00,8545611,6131503662,0
2016-06-05 19:15:00,11862767,9332105990,0
2016-06-05 19:20:00,12229474,9753819929,0
2016-06-05 19:25:00,9563010,7140071124,0
2016-06-05 19:30:00,8860561,6427410662,1
2016-06-05 19:35:00,8711942,6181378867,0
2016-06-05 19:40:00,8203412,5796841436,1
2016-06-05 19:45:00,8090784,5692759280,0
2016-06-05 19:50:00,6748154,3701993137,1
2016-06-05 19:55:00,8579666,6100339811,0
2016-06-05 20:00:00,8631111,6113815482,0
2016-06-05 20:05:00,9487683,6993034681,0
2016-06-05 20:10:00,8707886,6253591108,1
2016-06-05 20:15:00,62495393,9723664289,0
2016-06-05 20:20:00,12002795,9708816493,0
2016-06-05 20:25:00,8660846,6166787488,0
2016-06-05 20:30:00,8462600,5909594374,0
2016-06-05 20:35:00,9428402,6985600273,1
2016-06-05 20:40:00,14445373,12117134217,0
2016-06-05 20:45:00,9358201,6897139709,0
2016-06-05 20:50:00,9251229,6844078055,0
2016-06-05 20:55:00,9970715,7325317720,0
2016-06-05 21:00:00,9001724,6286510230,0
2016-06-05 21:05:00,18152794,7041579713,0
2016-06-05 21:10:00,8786293,6340035680,0
2016-06-05 21:15:00,8086541,5786717570,0
2016-06-05 21:20:00,7905377,5748278670,0
2016-06-05 21:25:00,8382003,6174922177,0
2016-06-05 21:30:00,8040758,5703924745,1
2016-06-05 21:35:00,7206379,4843496249,0
2016-06-05 21:40:00,7664044,5375005816,0
2016-06-05 21:45:00,7785613,5482171976,0
2016-06-05 21:50:00,7394769,5576397174,0
2016-06-05 21:55:00,8255528,6051924464,0
2016-06-05 22:00:00,8333123,6001951143,0
2016-06-05 22:05:00,8516460,6072441672,0
2016-06-05 22:10:00,7968381,5662380553,1
2016-06-05 22:15:00,9179443,6957642589,1
2016-06-05 22:20:00,7824989,5422952456,0
2016-06-05 22:25:00,8594952,6367436865,0
2016-06-05 22:30:00,11420045,9433077124,0
2016-06-05 22:35:00,12448324,10239531190,1
2016-06-05 22:40:00,12728881,10808111720,1
2016-06-05 22:45:00,12266275,10194034059,0
2016-06-05 22:50:00,12307824,10142507872,0
2016-06-05 22:55:00,13193208,11106065165,0
2016-06-05 23:00:00,13131921,11077743373,1
2016-06-05 23:05:00,14035703,11628359836,0
2016-06-05 23:10:00,12993144,10788313500,1
2016-06-05 23:15:00,13286773,10812195785,1
2016-06-05 23:20:00,13556092,11128850562,0
2016-06-05 23:25:00,12016460,9070572083,0
2016-06-05 23:30:00,14706768,12331174545,0
2016-06-05 23:35:00,13007568,10821281501,0
2016-06-05 23:40:00,13086119,10840872914,0
2016-06-05 23:45:00,12924697,10501696254,0
2016-06-05 23:50:00,13271075,10927186322,1
2016-06-05 23:55:00,13050946,10510221070,1
2016-06-06 00:00:00,14409241,11607728049,0
2016-06-06 00:05:00,15414001,12617671479,0
2016-06-06 00:10:00,13398225,10716110761,0
2016-06-06 00:15:00,14337959,11331300714,0
2016-06-06 00:20:00,13370027,11194911028,0
2016-06-06 00:25:00,13622214,11415461524,1
2016-06-06 00:30:00,12964733,10785588206,1
2016-06-06 00:35:00,13184883,10804127682,0
2016-06-06 00:40:00,13857407,11557871975,0
2016-06-06 00:45:00,13019603,10491428210,0
2016-06-06 00:50:00,13184762,10896794508,0
2016-06-06 00:55:00,11960261,10072534244,0
2016-06-06 01:00:00,9173073,6413551390,1
2016-06-06 01:05:00,11874305,9286201384,0
2016-06-06 01:10:00,8565671,6634784087,0
2016-06-06 01:15:00,8615395,6620895005,1
2016-06-06 01:20:00,7801936,5607758811,1
2016-06-06 01:25:00,7410978,5475107502,1
2016-06-06 01:30:00,8085852,6017465108,1
2016-06-06 01:35:00,7515398,5987373040,1
2016-06-06 01:40:00,5827408,3205017773,0
2016-06-06 01:45:00,8522260,6400483412,0
2016-06-06 01:50:00,7899388,5983568643,0
2016-06-06 01:55:00,7764429,5549244985,0
2016-06-06 02:00:00,8592831,6562376309,0
2016-06-06 02:05:00,8092500,5885381574,0
2016-06-06 02:10:00,7477662,5514590733,0
2016-06-06 02:15:00,7825512,6281024179,1
2016-06-06 02:20:00,7821331,5979945181,0
2016-06-06 02:25:00,5273146,2718045458,1
2016-06-06 02:30:00,6786398,4683804701,0
2016-06-06 02:35:00,6973391,4789249406,0
2016-06-06 02:40:00,6701877,4714534004,0
2016-06-06 02:45:00,6842542,4805428602,1
2016-06-06 02:50:00,7102895,4948416726,0
2016-06-06 02:55:00,6437933,4362932376,1
2016-06-06 03:00:00,8246489,6772311629,0
2016-06-06 03:05:00,8659021,5880216966,0
2016-06-06 03:10:00,8229023,4811213153,1
2016-06-06 03:15:00,9531874,6801661316,0
2016-06-06 03:20:00,9421312,6675082640,0
2016-06-06 03:25:00,9530103,6812923026,0
2016-06-06 03:30:00,9583943,6727560877,1
2016-06-06 03:35:00,10068795,7184106301,0
2016-06-06 03:40:00,9539444,6801565873,0
2016-06-06 03:45:00,9511425,6851644193,0
2016-06-06 03:50:00,10600923,7733492360,1
2016-06-06 03:55:00,9540565,6796048426,0
2016-06-06 04:00:00,7851525,4900309050,1
2016-06-06 04:05:00,9840033,7859985351,1
2016-06-06 04:10:00,10784697,6357537648,0
2016-06-06 04:15:00,7008013,5016067294,0
2016-06-06 04:20:00,10153044,6781070409,0
2016-06-06 04:25:00,6319158,4357125957,0
2016-06-06 04:30:00,6420145,4576422103,0
2016-06-06 04:35:00,6409005,4334729358,0
2016-06-06 04:40:00,5771564,3845545439,0
2016-06-06 04:45:00,6356472,4284272585,0
2016-06-06 04:50:00,6150468,4144293798,0
2016-06-06 04:55:00,6227131,4212786062,0
2016-06-06 05:00:00,4773588,2639688043,0
2016-06-06 05:05:00,8485204,6300448414,0
2016-06-06 05:10:00,8133801,5796763641,1
2016-06-06 05:15:00,6602452,4575068498,0
2016-06-06 05:20:00,8035568,5634092803,0
2016-06-06 05:25:00,8025394,5351186976,0
2016-06-06 05:30:00,7361546,5087965594,0
2016-06-06 05:35:00,5926474,3506528140,0
2016-06-06 05:40:00,4529414,2283112100,0
2016-06-06 05:45:00,7799613,5533206349,1
2016-06-06 05:50:00,7059578,4916414891,0
2016-06-06 05:55:00,6964907,4897812657,0
2016-06-06 06:00:00,9104722,7155383302,0
2016-06-06 06:05:00,14219934,12370561444,0
2016-06-06 06:10:00,13260820,9942591139,0
2016-06-06 06:15:00,8874195,6400654782,0
2016-06-06 06:20:00,10492408,7596291728,1
2016-06-06 06:25:00,9560901,6602107852,0
2016-06-06 06:30:00,5788588,3256858399,0
2016-06-06 06:35:00,7731014,5372573717,1
2016-06-06 06:40:00,7530973,5099454888,0
2016-06-06 06:45:00,7543910,5192329075,0
2016-06-06 06:50:00,7279320,5008330327,0
2016-06-06 06:55:00,7209821,4983625803,0
2016-06-06 07:00:00,7360828,5097272741,1
2016-06-06 07:05:00,9926098,6911468707,1
2016-06-06 07:10:00,6617638,4478244886,0
2016-06-06 07:15:00,8233935,6087550035,1
2016-06-06 07:20:00,8769175,6554319448,0
2016-06-06 07:25:00,8951963,6358027381,1
2016-06-06 07:30:00,7971029,5528629289,0
2016-06-06 07:35:00,8251933,5739933600,1
2016-06-06 07:40:00,8239140,5799423925,0
2016-06-06 07:45:00,7382439,5135746233,0
2016-06-06 07:50:00,8207528,6360052670,0
2016-06-06 07:55:00,4816016,2430759287,0
2016-06-06 08:00:00,9128546,6720410242,0
2016-06-06 08:05:00,9076775,6572586717,0
2016-06-06 08:10:00,9072224,6468318864,1
2016-06-06 08:15:00,8622295,6105004748,1
2016-06-06 08:20:00,10314216,7437386481,0
2016-06-06 08:25:00,10354731,7541373779,0
2016-06-06 08:30:00,10003580,7219703580,0
2016-06-06 08:35:00,9213892,6506089171,0
2016-06-06 08:40:00,10711593,8040647502,0
2016-06-06 08:45:00,12638684,10192483472,0
2016-06-06 08:50:00,9773871,6853827373,0
2016-06-06 08:55:00,10439628,7389218221,1
2016-06-06 09:00:00,14753177,12599770536,0
2016-06-06 09:05:00,11987286,8691921686,0
2016-06-06 09:10:00,11666028,8109389833,0
2016-06-06 09:15:00,12659125,8401399780,0
2016-06-06 09:20:00,11204529,7543954526,0
2016-06-06 09:25:00,12900810,8551327215,0
2016-06-06 09:30:00,12751644,9108493914,0
2016-06-06 09:35:00,12190319,8494623931,0
2016-06-06 09:40:00,12677633,8989039208,0
2016-06-06 09:45:00,14454187,11551778953,0
2016-06-06 09:50:00,12421272,8752501412,0
2016-06-06 09:55:00,11473295,7717839754,0
2016-06-06 10:00:00,14428047,10298972762,0
2016-06-06 10:05:00,13421646,9243580028,0
2016-06-06 10:10:00,11808810,7746299939,0
2016-06-06 10:15:00,12189020,8213423996,0
2016-06-06 10:20:00,11681290,8427340977,0
2016-06-06 10:25:00,14383355,10504000751,0
2016-06-06 10:30:00,14192235,9949565472,0
2016-06-06 10:35:00,14622538,10703511570,0
2016-06-06 10:40:00,14816597,10992665882,0
2016-06-06 10:45:00,13610351,9220083896,0
2016-06-06 10:50:00,15447322,11477354410,0
2016-06-06 10:55:00,14898707,10475546369,0
2016-06-06 11:00:00,15474833,10921983354,0
2016-06-06 11:05:00,13996274,10167992665,0
2016-06-06 11:10:00,13277963,9199368004,0
2016-06-06 11:15:00,13888779,9499843827,0
2016-06-06 11:20:00,13038834,8934729905,0
2016-06-06 11:25:00,14610113,10685613700,0
2016-06-06 11:30:00,13873868,9537402999,0
2016-06-06 11:35:00,12655145,8812280177,0
2016-06-06 11:40:00,12968929,9073603589,0
2016-06-06 11:45:00,13566973,9506209943,1
2016-06-06 11:50:00,14208362,10437910413,0
2016-06-06 11:55:00,15206336,11513074644,0
2016-06-06 12:00:00,18193584,14441079588,0
2016-06-06 12:05:00,16008135,11039633061,0
2016-06-06 12:10:00,18858110,14798045491,0
2016-06-06 12:15:00,16621458,12234334300,0
2016-06-06 12:20:00,17758242,13994203021,0
2016-06-06 12:25:00,16645231,12603777454,0
2016-06-06 12:30:00,14423494,9874314303,0
2016-06-06 12:35:00,17418629,13281572264,0
2016-06-06 12:40:00,15790307,11571001558,0
2016-06-06 12:45:00,17118261,12958405607,0
2016-06-06 12:50:00,15217119,11514258074,0
2016-06-06 12:55:00,15165439,10307002036,0
2016-06-06 13:00:00,15865175,11529213448,0
2016-06-06 13:05:00,17616068,13218822743,0
2016-06-06 13:10:00,18448732,13789432059,1
2016-06-06 13:15:00,17930937,12886133212,0
2016-06-06 13:20:00,19367794,14696526650,0
2016-06-06 13:25:00,20420420,15971875501,0
2016-06-06 13:30:00,15792087,10972388827,1
2016-06-06 13:35:00,18461384,13488085857,0
2016-06-06 13:40:00,13207076,8316134579,0
2016-06-06 13:45:00,15537702,11781392222,0
2016-06-06 13:50:00,15294380,11329657150,0
2016-06-06 13:55:00,17060270,13246470637,0
2016-06-06 14:00:00,18894279,14870912143,0
2016-06-06 14:05:00,14721145,10798292403,0
2016-06-06 14:10:00,13464804,9987115030,0
2016-06-06 14:15:00,12887887,9358179488,0
2016-06-06 14:20:00,10935533,7690608439,0
2016-06-06 14:25:00,12285556,9123614485,0
2016-06-06 14:30:00,11846478,8947490411,0
2016-06-06 14:35:00,11715476,8977092631,0
2016-06-06 14:40:00,11493885,8389237408,0
2016-06-06 14:45:00,12776880,9628071569,0
2016-06-06 14:50:00,12933718,9762846131,0
2016-06-06 14:55:00,15169551,12215550643,0
2016-06-06 15:00:00,13906783,10878250367,0
2016-06-06 15:05:00,13385900,10523753322,0
2016-06-06 15:10:00,12849984,10362677755,0
2016-06-06 15:15:00,10873737,7596890553,0
2016-06-06 15:20:00,11532521,8196708906,0
2016-06-06 15:25:00,11836842,8462180233,0
2016-06-06 15:30:00,12283821,9044786452,0
2016-06-06 15:35:00,12625784,9147367619,0
2016-06-06 15:40:00,12086980,8918136734,1
2016-06-06 15:45:00,12209612,8844220128,0
2016-06-06 15:50:00,11934744,8403375448,0
2016-06-06 15:55:00,12266131,8745893543,0
2016-06-06 16:00:00,14016161,10278476095,0
2016-06-06 16:05:00,13189994,9683925064,0
2016-06-06 16:10:00,15652420,12793518368,0
2016-06-06 16:15:00,12808547,8461903817,0
2016-06-06 16:20:00,13785798,9841170290,0
2016-06-06 16:25:00,11454811,8479894204,0
2016-06-06 16:30:00,13344839,9581469607,0
2016-06-06 16:35:00,11596694,7861996120,0
2016-06-06 16:40:00,12574537,8784914725,0
2016-06-06 16:45:00,14291450,10272942336,0
2016-06-06 16:50:00,12537898,8725803664,0
2016-06-06 16:55:00,12687895,8704264259,0
2016-06-06 17:00:00,13619840,9372765646,0
2016-06-06 17:05:00,14562642,10428700861,0
2016-06-06 17:10:00,13162022,9563916684,0
2016-06-06 17:15:00,14023582,9935528722,0
2016-06-06 17:20:00,14042411,10114212950,0
2016-06-06 17:25:00,14342435,10286874195,0
2016-06-06 17:30:00,15196139,10832464563,0
2016-06-06 17:35:00,14933421,10846336085,0
2016-06-06 17:40:00,14875902,10890320754,0
2016-06-06 17:45:00,15151688,11066367980,0
2016-06-06 17:50:00,15440549,10931280020,0
2016-06-06 17:55:00,16137844,11240040736,0
2016-06-06 18:00:00,16155090,11417947345,0
2016-06-06 18:05:00,16831111,12127663751,0
2016-06-06 18:10:00,15760416,11619166320,0
2016-06-06 18:15:00,15211566,10529564066,0
2016-06-06 18:20:00,17052102,11950595792,0
2016-06-06 18:25:00,15630194,11107308582,0
2016-06-06 18:30:00,14216299,9757901183,0
2016-06-06 18:35:00,14557198,10424602316,0
2016-06-06 18:40:00,13814677,9699379827,0
2016-06-06 18:45:00,12933339,8897601238,0
2016-06-06 18:50:00,12991575,9083199981,0
2016-06-06 18:55:00,11318124,6851119985,0
2016-06-06 19:00:00,14346156,10300313800,0
2016-06-06 19:05:00,12603218,9019289158,1
2016-06-06 19:10:00,13147491,9541376087,0
2016-06-06 19:15:00,13216523,9281891599,0
2016-06-06 19:20:00,13236390,9563009386,0
2016-06-06 19:25:00,12730317,9698277936,0
2016-06-06 19:30:00,13791675,10152335214,0
2016-06-06 19:35:00,15740223,11712936982,0
2016-06-06 19:40:00,13695354,10257196926,0
2016-06-06 19:45:00,13998044,10587956545,0
2016-06-06 19:50:00,14736679,10945878194,0
2016-06-06 19:55:00,13648744,10260626290,0
2016-06-06 20:00:00,14052357,10299022617,1
2016-06-06 20:05:00,13056682,9254869167,0
2016-06-06 20:10:00,14241503,10036758473,0
2016-06-06 20:15:00,13834932,10202618378,0
2016-06-06 20:20:00,13214609,8922931879,0
2016-06-06 20:25:00,13622568,9905444608,0
2016-06-06 20:30:00,13726370,10208332062,0
2016-06-06 20:35:00,12787954,9185438538,0
2016-06-06 20:40:00,13262198,9869465664,0
2016-06-06 20:45:00,13074674,9520333191,0
2016-06-06 20:50:00,13585745,9653910412,0
2016-06-06 20:55:00,12888812,9356816784,0
2016-06-06 21:00:00,12478668,9000115912,0
2016-06-06 21:05:00,11395182,8276901625,0
2016-06-06 21:10:00,11511060,8529379938,0
2016-06-06 21:15:00,11766756,9051448935,0
2016-06-06 21:20:00,11868738,9258202289,0
2016-06-06 21:25:00,12061565,9295948653,0
2016-06-06 21:30:00,11962359,8927257483,0
2016-06-06 21:35:00,13156544,9828553336,0
2016-06-06 21:40:00,12509846,9009792815,0
2016-06-06 21:45:00,12356667,9229143839,0
2016-06-06 21:50:00,12557827,9486849987,0
2016-06-06 21:55:00,13216404,10244803857,0
2016-06-06 22:00:00,14428855,11504305276,0
2016-06-06 22:05:00,11945062,9335194111,0
2016-06-06 22:10:00,12232481,9202103094,0
2016-06-06 22:15:00,12773470,9624182770,0
2016-06-06 22:20:00,12690162,9472706986,0
2016-06-06 22:25:00,11501204,8332657733,0
2016-06-06 22:30:00,11263483,7504601770,0
2016-06-06 22:35:00,58384471,10917549291,0
2016-06-06 22:40:00,60321662,10840901642,0
2016-06-06 22:45:00,57830064,11693839741,0
2016-06-06 22:50:00,12628983,9396090472,0
2016-06-06 22:55:00,37280800,10484113717,0
2016-06-06 23:00:00,17123409,9776048911,0
2016-06-06 23:05:00,14351369,11152592149,0
2016-06-06 23:10:00,18287941,10911879782,0
2016-06-06 23:15:00,17874256,10672832912,0
2016-06-06 23:20:00,14028682,10619584552,0
2016-06-06 23:25:00,13494289,10165648218,0
2016-06-06 23:30:00,13738111,10352033040,0
2016-06-06 23:35:00,14809491,11482584496,0
2016-06-06 23:40:00,13689335,10461475474,0
2016-06-06 23:45:00,13542882,10736785302,0
2016-06-06 23:50:00,13912131,11053287494,0
2016-06-06 23:55:00,14439955,11654955641,0
2016-06-07 00:00:00,12660684,9682918032,0
2016-06-07 00:05:00,13324943,10252705599,0
2016-06-07 00:10:00,11855104,9189558849,0
2016-06-07 00:15:00,12237542,9261162278,0
2016-06-07 00:20:00,11707407,9091802708,0
2016-06-07 00:25:00,10864216,8408440416,0
2016-06-07 00:30:00,10932226,8416075067,1
2016-06-07 00:35:00,10823138,8308636293,0
2016-06-07 00:40:00,11549866,9039170983,0
2016-06-07 00:45:00,11302371,8601312415,0
2016-06-07 00:50:00,10422108,7445709249,0
2016-06-07 00:55:00,10828512,8044073539,0
2016-06-07 01:00:00,10651407,8265210778,1
2016-06-07 01:05:00,10368869,7767109521,0
2016-06-07 01:10:00,9949376,7610486860,0
2016-06-07 01:15:00,10062290,7488409908,0
2016-06-07 01:20:00,9916475,7366989695,0
2016-06-07 01:25:00,9304158,6931287821,0
2016-06-07 01:30:00,9959724,7533238684,0
2016-06-07 01:35:00,8509042,6147480738,0
2016-06-07 01:40:00,7957841,5799253773,0
2016-06-07 01:45:00,9268769,7006190545,0
2016-06-07 01:50:00,8804682,6545945065,0
2016-06-07 01:55:00,7980611,5743808838,0
2016-06-07 02:00:00,8921781,6547213236,0
2016-06-07 02:05:00,8969147,6510393101,0
2016-06-07 02:10:00,7880536,5859269666,0
2016-06-07 02:15:00,7786196,5658617050,0
2016-06-07 02:20:00,7711353,5486775553,0
2016-06-07 02:25:00,7390010,5243467497,0
2016-06-07 02:30:00,7102324,4966952612,0
2016-06-07 02:35:00,7044681,4880772862,0
2016-06-07 02:40:00,8061118,5834481150,0
2016-06-07 02:45:00,5803556,3197519462,0
2016-06-07 02:50:00,7751474,5873362358,0
2016-06-07 02:55:00,7898053,5934073933,0
2016-06-07 03:00:00,8300172,6340297566,0
2016-06-07 03:05:00,8923147,6902151962,0
2016-06-07 03:10:00,8183837,6167711688,0
2016-06-07 03:15:00,9781157,7199086000,0
2016-06-07 03:20:00,7982167,6006659289,0
2016-06-07 03:25:00,7061797,5120263425,0
2016-06-07 03:30:00,7914920,5820551200,0
2016-06-07 03:35:00,6733370,4621714199,0
2016-06-07 03:40:00,7176021,5041101852,0
2016-06-07 03:45:00,6795693,4830464067,0
2016-06-07 03:50:00,6638130,4625733675,0
2016-06-07 03:55:00,6986313,4871157329,0
2016-06-07 04:00:00,7328409,5297944866,0
2016-06-07 04:05:00,7782902,5647494632,0
2016-06-07 04:10:00,10513612,7227081493,0
2016-06-07 04:15:00,10110826,6943717331,0
2016-06-07 04:20:00,9849399,6815912850,0
2016-06-07 04:25:00,7740077,5657719762,0
2016-06-07 04:30:00,8260295,6043162708,0
2016-06-07 04:35:00,7901044,5687554590,0
2016-06-07 04:40:00,8091333,5867847743,0
2016-06-07 04:45:00,7681354,5458195228,0
2016-06-07 04:50:00,7326072,5210825109,0
2016-06-07 04:55:00,6969857,4865325140,0
2016-06-07 05:00:00,7538988,5403816765,0
2016-06-07 05:05:00,8440239,6337755220,0
2016-06-07 05:10:00,9022233,6723389042,0
2016-06-07 05:15:00,8238416,5952496680,0
2016-06-07 05:20:00,8623933,5943642953,0
2016-06-07 05:25:00,9434107,7325421878,0
2016-06-07 05:30:00,8750658,6565348889,0
2016-06-07 05:35:00,7931730,5500809400,0
2016-06-07 05:40:00,7913608,5610071488,0
2016-06-07 05:45:00,7901906,5615725733,0
2016-06-07 05:50:00,7323342,5126414264,0
2016-06-07 05:55:00,6512439,4745335730,0
2016-06-07 06:00:00,8280662,6496325818,0
2016-06-07 06:05:00,13780901,11900646979,0
2016-06-07 06:10:00,10295874,7316381005,0
2016-06-07 06:15:00,9482907,6998224084,0
2016-06-07 06:20:00,10314504,7501581352,0
2016-06-07 06:25:00,11394998,8788638974,0
2016-06-07 06:30:00,9850968,7134245363,0
2016-06-07 06:35:00,9684710,7570699393,0
2016-06-07 06:40:00,9573952,7303591684,0
2016-06-07 06:45:00,8587953,6343385110,0
2016-06-07 06:50:00,8746094,6496674929,0
2016-06-07 06:55:00,7794759,5095555298,0
2016-06-07 07:00:00,7858053,5420187403,0
2016-06-07 07:05:00,10645634,7559351079,0
2016-06-07 07:10:00,8304917,5872799200,0
2016-06-07 07:15:00,8753181,6170886887,0
2016-06-07 07:20:00,6768134,3627213943,0
2016-06-07 07:25:00,8327299,5692626602,0
2016-06-07 07:30:00,8156886,5804780932,0
2016-06-07 07:35:00,8075463,5800643977,0
2016-06-07 07:40:00,8146364,5798290324,0
2016-06-07 07:45:00,7768769,5649177374,0
2016-06-07 07:50:00,7861685,6044599536,0
2016-06-07 07:55:00,7173222,4948027772,0
2016-06-07 08:00:00,8707470,6384824237,0
2016-06-07 08:05:00,10234370,7414173462,0
2016-06-07 08:10:00,8621495,6180823787,0
2016-06-07 08:15:00,8659699,6259613511,0
2016-06-07 08:20:00,9253972,6695251097,0
2016-06-07 08:25:00,8480043,5929967032,0
2016-06-07 08:30:00,9063313,6095692442,0
2016-06-07 08:35:00,9732502,6686430086,0
2016-06-07 08:40:00,10309984,7702201009,0
2016-06-07 08:45:00,10707847,8044420879,0
2016-06-07 08:50:00,10672069,7590543709,0
2016-06-07 08:55:00,9882687,7228007590,0
2016-06-07 09:00:00,11725031,7943601299,0
2016-06-07 09:05:00,11524487,8092927845,0
2016-06-07 09:10:00,12069729,8674175641,0
2016-06-07 09:15:00,12181447,8825429999,0
2016-06-07 09:20:00,13143181,9335419394,0
2016-06-07 09:25:00,12702214,8672160020,0
2016-06-07 09:30:00,10555629,6518120380,0
2016-06-07 09:35:00,12782766,9181027245,0
2016-06-07 09:40:00,12640493,9182860441,0
2016-06-07 09:45:00,12735606,9119386114,0
2016-06-07 09:50:00,12818748,9057501083,0
2016-06-07 09:55:00,13605918,9371717673,0
2016-06-07 10:00:00,14388776,10187214960,0
2016-06-07 10:05:00,12976316,9071763993,0
2016-06-07 10:10:00,13242912,9109289832,0
2016-06-07 10:15:00,13047466,9139850297,0
2016-06-07 10:20:00,13628953,9551290806,0
2016-06-07 10:25:00,13051804,9255777344,0
2016-06-07 10:30:00,11211516,7462771467,0
2016-06-07 10:35:00,12315009,8532771316,0
2016-06-07 10:40:00,13388835,9296246796,0
2016-06-07 10:45:00,14663000,10750811371,0
2016-06-07 10:50:00,14104012,10283497037,0
2016-06-07 10:55:00,13657380,9724016849,0
2016-06-07 11:00:00,14506756,10246522617,0
