te,pkt,byt
2016-06-05 19:05:00,9183734,6571385738
2016-06-05 19:10:00,8545611,6131503662
2016-06-05 19:15:00,11862767,9332105990
2016-06-05 19:20:00,12229474,9753819929
2016-06-05 19:25:00,9563010,7140071124
2016-06-05 19:30:00,8860559,6427410574
2016-06-05 19:35:00,8711942,6181378867
2016-06-05 19:40:00,8203410,5796841348
2016-06-05 19:45:00,8090784,5692759280
2016-06-05 19:50:00,6748152,3701993049
2016-06-05 19:55:00,8579666,6100339811
2016-06-05 20:00:00,8631111,6113815482
2016-06-05 20:05:00,9487683,6993034681
2016-06-05 20:10:00,8707884,6253591020
2016-06-05 20:15:00,62495393,9723664289
2016-06-05 20:20:00,12002795,9708816493
2016-06-05 20:25:00,8660846,6166787488
2016-06-05 20:30:00,8462600,5909594374
2016-06-05 20:35:00,9428400,6985600185
2016-06-05 20:40:00,14445373,12117134217
2016-06-05 20:45:00,9358201,6897139709
2016-06-05 20:50:00,9251229,6844078055
2016-06-05 20:55:00,9970715,7325317720
2016-06-05 21:00:00,9001724,6286510230
2016-06-05 21:05:00,18152794,7041579713
2016-06-05 21:10:00,8786293,6340035680
2016-06-05 21:15:00,8086541,5786717570
2016-06-05 21:20:00,7905377,5748278670
2016-06-05 21:25:00,8382003,6174922177
2016-06-05 21:30:00,8040754,5703924569
2016-06-05 21:35:00,7206379,4843496249
2016-06-05 21:40:00,7664044,5375005816
2016-06-05 21:45:00,7785613,5482171976
2016-06-05 21:50:00,7394769,5576397174
2016-06-05 21:55:00,8255528,6051924464
2016-06-05 22:00:00,8333123,6001951143
2016-06-05 22:05:00,8516460,6072441672
2016-06-05 22:10:00,7968375,5662380289
2016-06-05 22:15:00,9179439,6957642413
2016-06-05 22:20:00,7824989,5422952456
2016-06-05 22:25:00,8594952,6367436865
2016-06-05 22:30:00,11420045,9433077124
2016-06-05 22:35:00,12448322,10239531102
2016-06-05 22:40:00,12728879,10808111632
2016-06-05 22:45:00,12266275,10194034059
2016-06-05 22:50:00,12307824,10142507872
2016-06-05 22:55:00,13193208,11106065165
2016-06-05 23:00:00,13131915,11077743109
2016-06-05 23:05:00,14035703,11628359836
2016-06-05 23:10:00,12993140,10788313324
2016-06-05 23:15:00,13286771,10812195697
2016-06-05 23:20:00,13556092,11128850562
2016-06-05 23:25:00,12016460,9070572083
2016-06-05 23:30:00,14706768,12331174545
2016-06-05 23:35:00,13007568,10821281501
2016-06-05 23:40:00,13086119,10840872914
2016-06-05 23:45:00,12924697,10501696254
2016-06-05 23:50:00,13271069,10927186058
2016-06-05 23:55:00,13050944,10510220982
2016-06-06 00:00:00,14409241,11607728049
2016-06-06 00:05:00,15414001,12617671479
2016-06-06 00:10:00,13398225,10716110761
2016-06-06 00:15:00,14337959,11331300714
2016-06-06 00:20:00,13370027,11194911028
2016-06-06 00:25:00,13622212,11415461436
2016-06-06 00:30:00,12964731,10785588118
2016-06-06 00:35:00,13184883,10804127682
2016-06-06 00:40:00,13857407,11557871975
2016-06-06 00:45:00,13019603,10491428210
2016-06-06 00:50:00,13184762,10896794508
2016-06-06 00:55:00,11960261,10072534244
2016-06-06 01:00:00,9173067,6413551126
2016-06-06 01:05:00,11874305,9286201384
2016-06-06 01:10:00,8565671,6634784087
2016-06-06 01:15:00,8615393,6620894917
2016-06-06 01:20:00,7801934,5607758723
2016-06-06 01:25:00,7410976,5475107414
2016-06-06 01:30:00,8085850,6017465020
2016-06-06 01:35:00,7515396,5987372952
2016-06-06 01:40:00,5827408,3205017773
2016-06-06 01:45:00,8522260,6400483412
2016-06-06 01:50:00,7899388,5983568643
2016-06-06 01:55:00,7764429,5549244985
2016-06-06 02:00:00,8592831,6562376309
2016-06-06 02:05:00,8092500,5885381574
2016-06-06 02:10:00,7477662,5514590733
2016-06-06 02:15:00,7825510,6281024091
2016-06-06 02:20:00,7821331,5979945181
2016-06-06 02:25:00,5273144,2718045370
2016-06-06 02:30:00,6786398,4683804701
2016-06-06 02:35:00,6973391,4789249406
2016-06-06 02:40:00,6701877,4714534004
2016-06-06 02:45:00,6842540,4805428514
2016-06-06 02:50:00,7102895,4948416726
2016-06-06 02:55:00,6437931,4362932288
2016-06-06 03:00:00,8246489,6772311629
2016-06-06 03:05:00,8659021,5880216966
2016-06-06 03:10:00,8229019,4811212977
2016-06-06 03:15:00,9531874,6801661316
2016-06-06 03:20:00,9421312,6675082640
2016-06-06 03:25:00,9530103,6812923026
2016-06-06 03:30:00,9583941,6727560789
2016-06-06 03:35:00,10068795,7184106301
2016-06-06 03:40:00,9539444,6801565873
2016-06-06 03:45:00,9511425,6851644193
2016-06-06 03:50:00,10600921,7733492272
2016-06-06 03:55:00,9540565,6796048426
2016-06-06 04:00:00,7851523,4900308962
2016-06-06 04:05:00,9840031,7859985263
2016-06-06 04:10:00,10784697,6357537648
2016-06-06 04:15:00,7008013,5016067294
2016-06-06 04:20:00,10153044,6781070409
2016-06-06 04:25:00,6319158,4357125957
2016-06-06 04:30:00,6420145,4576422103
2016-06-06 04:35:00,6409005,4334729358
2016-06-06 04:40:00,5771564,3845545439
2016-06-06 04:45:00,6356472,4284272585
2016-06-06 04:50:00,6150468,4144293798
2016-06-06 04:55:00,6227131,4212786062
2016-06-06 05:00:00,4773588,2639688043
2016-06-06 05:05:00,8485204,6300448414
2016-06-06 05:10:00,8133799,5796763553
2016-06-06 05:15:00,6602452,4575068498
2016-06-06 05:20:00,8035568,5634092803
2016-06-06 05:25:00,8025394,5351186976
2016-06-06 05:30:00,7361546,5087965594
2016-06-06 05:35:00,5926474,3506528140
2016-06-06 05:40:00,4529414,2283112100
2016-06-06 05:45:00,7799611,5533206261
2016-06-06 05:50:00,7059578,4916414891
2016-06-06 05:55:00,6964907,4897812657
2016-06-06 06:00:00,9104722,7155383302
2016-06-06 06:05:00,14219934,12370561444
2016-06-06 06:10:00,13260820,9942591139
2016-06-06 06:15:00,8874195,6400654782
2016-06-06 06:20:00,10492406,7596291640
2016-06-06 06:25:00,9560901,6602107852
2016-06-06 06:30:00,5788588,3256858399
2016-06-06 06:35:00,7731012,5372573629
2016-06-06 06:40:00,7530973,5099454888
2016-06-06 06:45:00,7543910,5192329075
2016-06-06 06:50:00,7279320,5008330327
2016-06-06 06:55:00,7209821,4983625803
2016-06-06 07:00:00,7360826,5097272653
2016-06-06 07:05:00,9926096,6911468619
2016-06-06 07:10:00,6617638,4478244886
2016-06-06 07:15:00,8233933,6087549947
2016-06-06 07:20:00,8769175,6554319448
2016-06-06 07:25:00,8951961,6358027293
2016-06-06 07:30:00,7971029,5528629289
2016-06-06 07:35:00,8251931,5739933512
2016-06-06 07:40:00,8239140,5799423925
2016-06-06 07:45:00,7382439,5135746233
2016-06-06 07:50:00,8207528,6360052670
2016-06-06 07:55:00,4816016,2430759287
2016-06-06 08:00:00,9128546,6720410242
2016-06-06 08:05:00,9076775,6572586717
2016-06-06 08:10:00,9072222,6468318776
2016-06-06 08:15:00,8622293,6105004660
2016-06-06 08:20:00,10314216,7437386481
2016-06-06 08:25:00,10354731,7541373779
2016-06-06 08:30:00,10003580,7219703580
2016-06-06 08:35:00,9213892,6506089171
2016-06-06 08:40:00,10711593,8040647502
2016-06-06 08:45:00,12638684,10192483472
2016-06-06 08:50:00,9773871,6853827373
2016-06-06 08:55:00,10439626,7389218133
2016-06-06 09:00:00,14753177,12599770536
2016-06-06 09:05:00,11987286,8691921686
2016-06-06 09:10:00,11666028,8109389833
2016-06-06 09:15:00,12659125,8401399780
2016-06-06 09:20:00,11204529,7543954526
2016-06-06 09:25:00,12900810,8551327215
2016-06-06 09:30:00,12751644,9108493914
2016-06-06 09:35:00,12190319,8494623931
2016-06-06 09:40:00,12677633,8989039208
2016-06-06 09:45:00,14454187,11551778953
2016-06-06 09:50:00,12421272,8752501412
2016-06-06 09:55:00,11473295,7717839754
2016-06-06 10:00:00,14428047,10298972762
2016-06-06 10:05:00,13421646,9243580028
2016-06-06 10:10:00,11808810,7746299939
2016-06-06 10:15:00,12189020,8213423996
2016-06-06 10:20:00,11681290,8427340977
2016-06-06 10:25:00,14383355,10504000751
2016-06-06 10:30:00,14192235,9949565472
2016-06-06 10:35:00,14622538,10703511570
2016-06-06 10:40:00,14816597,10992665882
2016-06-06 10:45:00,13610351,9220083896
2016-06-06 10:50:00,15447322,11477354410
2016-06-06 10:55:00,14898707,10475546369
2016-06-06 11:00:00,15474833,10921983354
2016-06-06 11:05:00,13996274,10167992665
2016-06-06 11:10:00,13277963,9199368004
2016-06-06 11:15:00,13888779,9499843827
2016-06-06 11:20:00,13038834,8934729905
2016-06-06 11:25:00,14610113,10685613700
2016-06-06 11:30:00,13873868,9537402999
2016-06-06 11:35:00,12655145,8812280177
2016-06-06 11:40:00,12968929,9073603589
2016-06-06 11:45:00,13566906,9506197289
2016-06-06 11:50:00,14208362,10437910413
2016-06-06 11:55:00,15206336,11513074644
2016-06-06 12:00:00,18193584,14441079588
2016-06-06 12:05:00,16008135,11039633061
2016-06-06 12:10:00,18858110,14798045491
2016-06-06 12:15:00,16621458,12234334300
2016-06-06 12:20:00,17758242,13994203021
2016-06-06 12:25:00,16645231,12603777454
2016-06-06 12:30:00,14423494,9874314303
2016-06-06 12:35:00,17418629,13281572264
2016-06-06 12:40:00,15790307,11571001558
2016-06-06 12:45:00,17118261,12958405607
2016-06-06 12:50:00,15217119,11514258074
2016-06-06 12:55:00,15165439,10307002036
2016-06-06 13:00:00,15865175,11529213448
2016-06-06 13:05:00,17616068,13218822743
2016-06-06 13:10:00,18448666,13789419458
2016-06-06 13:15:00,17930937,12886133212
2016-06-06 13:20:00,19367794,14696526650
2016-06-06 13:25:00,20420420,15971875501
2016-06-06 13:30:00,15792085,10972388739
2016-06-06 13:35:00,18461384,13488085857
2016-06-06 13:40:00,13207076,8316134579
2016-06-06 13:45:00,15537702,11781392222
2016-06-06 13:50:00,15294380,11329657150
2016-06-06 13:55:00,17060270,13246470637
2016-06-06 14:00:00,18894279,14870912143
2016-06-06 14:05:00,14721145,10798292403
2016-06-06 14:10:00,13464804,9987115030
2016-06-06 14:15:00,12887887,9358179488
2016-06-06 14:20:00,10935533,7690608439
2016-06-06 14:25:00,12285556,9123614485
2016-06-06 14:30:00,11846478,8947490411
2016-06-06 14:35:00,11715476,8977092631
2016-06-06 14:40:00,11493885,8389237408
2016-06-06 14:45:00,12776880,9628071569
2016-06-06 14:50:00,12933718,9762846131
2016-06-06 14:55:00,15169551,12215550643
2016-06-06 15:00:00,13906783,10878250367
2016-06-06 15:05:00,13385900,10523753322
2016-06-06 15:10:00,12849984,10362677755
2016-06-06 15:15:00,10873737,7596890553
2016-06-06 15:20:00,11532521,8196708906
2016-06-06 15:25:00,11836842,8462180233
2016-06-06 15:30:00,12283821,9044786452
2016-06-06 15:35:00,12625784,9147367619
2016-06-06 15:40:00,12086913,8918123564
2016-06-06 15:45:00,12209612,8844220128
2016-06-06 15:50:00,11934744,8403375448
2016-06-06 15:55:00,12266131,8745893543
2016-06-06 16:00:00,14016161,10278476095
2016-06-06 16:05:00,13189994,9683925064
2016-06-06 16:10:00,15652420,12793518368
2016-06-06 16:15:00,12808547,8461903817
2016-06-06 16:20:00,13785798,9841170290
2016-06-06 16:25:00,11454811,8479894204
2016-06-06 16:30:00,13344839,9581469607
2016-06-06 16:35:00,11596694,7861996120
2016-06-06 16:40:00,12574537,8784914725
2016-06-06 16:45:00,14291450,10272942336
2016-06-06 16:50:00,12537898,8725803664
2016-06-06 16:55:00,12687895,8704264259
2016-06-06 17:00:00,13619840,9372765646
2016-06-06 17:05:00,14562642,10428700861
2016-06-06 17:10:00,13162022,9563916684
2016-06-06 17:15:00,14023582,9935528722
2016-06-06 17:20:00,14042411,10114212950
2016-06-06 17:25:00,14342435,10286874195
2016-06-06 17:30:00,15196139,10832464563
2016-06-06 17:35:00,14933421,10846336085
2016-06-06 17:40:00,14875902,10890320754
2016-06-06 17:45:00,15151688,11066367980
2016-06-06 17:50:00,15440549,10931280020
2016-06-06 17:55:00,16137844,11240040736
2016-06-06 18:00:00,16155090,11417947345
2016-06-06 18:05:00,16831111,12127663751
2016-06-06 18:10:00,15760416,11619166320
2016-06-06 18:15:00,15211566,10529564066
2016-06-06 18:20:00,17052102,11950595792
2016-06-06 18:25:00,15630194,11107308582
2016-06-06 18:30:00,14216299,9757901183
2016-06-06 18:35:00,14557198,10424602316
2016-06-06 18:40:00,13814677,9699379827
2016-06-06 18:45:00,12933339,8897601238
2016-06-06 18:50:00,12991575,9083199981
2016-06-06 18:55:00,11318124,6851119985
2016-06-06 19:00:00,14346156,10300313800
2016-06-06 19:05:00,12603216,9019289078
2016-06-06 19:10:00,13147491,9541376087
2016-06-06 19:15:00,13216523,9281891599
2016-06-06 19:20:00,13236390,9563009386
2016-06-06 19:25:00,12730317,9698277936
2016-06-06 19:30:00,13791675,10152335214
2016-06-06 19:35:00,15740223,11712936982
2016-06-06 19:40:00,13695354,10257196926
2016-06-06 19:45:00,13998044,10587956545
2016-06-06 19:50:00,14736679,10945878194
2016-06-06 19:55:00,13648744,10260626290
2016-06-06 20:00:00,14052351,10299022369
2016-06-06 20:05:00,13056682,9254869167
2016-06-06 20:10:00,14241503,10036758473
2016-06-06 20:15:00,13834932,10202618378
2016-06-06 20:20:00,13214609,8922931879
2016-06-06 20:25:00,13622568,9905444608
2016-06-06 20:30:00,13726370,10208332062
2016-06-06 20:35:00,12787954,9185438538
2016-06-06 20:40:00,13262198,9869465664
2016-06-06 20:45:00,13074674,9520333191
2016-06-06 20:50:00,13585745,9653910412
2016-06-06 20:55:00,12888812,9356816784
2016-06-06 21:00:00,12478668,9000115912
2016-06-06 21:05:00,11395182,8276901625
2016-06-06 21:10:00,11511060,8529379938
2016-06-06 21:15:00,11766756,9051448935
2016-06-06 21:20:00,11868738,9258202289
2016-06-06 21:25:00,12061565,9295948653
2016-06-06 21:30:00,11962359,8927257483
2016-06-06 21:35:00,13156544,9828553336
2016-06-06 21:40:00,12509846,9009792815
2016-06-06 21:45:00,12356667,9229143839
2016-06-06 21:50:00,12557827,9486849987
2016-06-06 21:55:00,13216404,10244803857
2016-06-06 22:00:00,14428855,11504305276
2016-06-06 22:05:00,11945062,9335194111
2016-06-06 22:10:00,12232481,9202103094
2016-06-06 22:15:00,12773470,9624182770
2016-06-06 22:20:00,12690162,9472706986
2016-06-06 22:25:00,11501204,8332657733
2016-06-06 22:30:00,11263483,7504601770
2016-06-06 22:35:00,58384471,10917549291
2016-06-06 22:40:00,60321662,10840901642
2016-06-06 22:45:00,57830064,11693839741
2016-06-06 22:50:00,12628983,9396090472
2016-06-06 22:55:00,37280800,10484113717
2016-06-06 23:00:00,17123409,9776048911
2016-06-06 23:05:00,14351369,11152592149
2016-06-06 23:10:00,18287941,10911879782
2016-06-06 23:15:00,17874256,10672832912
2016-06-06 23:20:00,14028682,10619584552
2016-06-06 23:25:00,13494289,10165648218
2016-06-06 23:30:00,13738111,10352033040
2016-06-06 23:35:00,14809491,11482584496
2016-06-06 23:40:00,13689335,10461475474
2016-06-06 23:45:00,13542882,10736785302
2016-06-06 23:50:00,13912131,11053287494
2016-06-06 23:55:00,14439955,11654955641
2016-06-07 00:00:00,12660684,9682918032
2016-06-07 00:05:00,13324943,10252705599
2016-06-07 00:10:00,11855104,9189558849
2016-06-07 00:15:00,12237542,9261162278
2016-06-07 00:20:00,11707407,9091802708
2016-06-07 00:25:00,10864216,8408440416
2016-06-07 00:30:00,10932224,8416074979
2016-06-07 00:35:00,10823138,8308636293
2016-06-07 00:40:00,11549866,9039170983
2016-06-07 00:45:00,11302371,8601312415
2016-06-07 00:50:00,10422108,7445709249
2016-06-07 00:55:00,10828512,8044073539
2016-06-07 01:00:00,10651337,8265195552
2016-06-07 01:05:00,10368869,7767109521
2016-06-07 01:10:00,9949376,7610486860
2016-06-07 01:15:00,10062290,7488409908
2016-06-07 01:20:00,9916475,7366989695
2016-06-07 01:25:00,9304158,6931287821
2016-06-07 01:30:00,9959724,7533238684
2016-06-07 01:35:00,8509042,6147480738
2016-06-07 01:40:00,7957841,5799253773
2016-06-07 01:45:00,9268769,7006190545
2016-06-07 01:50:00,8804682,6545945065
2016-06-07 01:55:00,7980611,5743808838
2016-06-07 02:00:00,8921781,6547213236
2016-06-07 02:05:00,8969147,6510393101
2016-06-07 02:10:00,7880536,5859269666
2016-06-07 02:15:00,7786196,5658617050
2016-06-07 02:20:00,7711353,5486775553
2016-06-07 02:25:00,7390010,5243467497
2016-06-07 02:30:00,7102324,4966952612
2016-06-07 02:35:00,7044681,4880772862
2016-06-07 02:40:00,8061118,5834481150
2016-06-07 02:45:00,5803556,3197519462
2016-06-07 02:50:00,7751474,5873362358
2016-06-07 02:55:00,7898053,5934073933
2016-06-07 03:00:00,8300172,6340297566
2016-06-07 03:05:00,8923147,6902151962
2016-06-07 03:10:00,8183837,6167711688
2016-06-07 03:15:00,9781157,7199086000
2016-06-07 03:20:00,7982167,6006659289
2016-06-07 03:25:00,7061797,5120263425
2016-06-07 03:30:00,7914920,5820551200
2016-06-07 03:35:00,6733370,4621714199
2016-06-07 03:40:00,7176021,5041101852
2016-06-07 03:45:00,6795693,4830464067
2016-06-07 03:50:00,6638130,4625733675
2016-06-07 03:55:00,6986313,4871157329
2016-06-07 04:00:00,7328409,5297944866
2016-06-07 04:05:00,7782902,5647494632
2016-06-07 04:10:00,10513612,7227081493
2016-06-07 04:15:00,10110826,6943717331
2016-06-07 04:20:00,9849399,6815912850
2016-06-07 04:25:00,7740077,5657719762
2016-06-07 04:30:00,8260295,6043162708
2016-06-07 04:35:00,7901044,5687554590
2016-06-07 04:40:00,8091333,5867847743
2016-06-07 04:45:00,7681354,5458195228
2016-06-07 04:50:00,7326072,5210825109
2016-06-07 04:55:00,6969857,4865325140
2016-06-07 05:00:00,7538988,5403816765
2016-06-07 05:05:00,8440239,6337755220
2016-06-07 05:10:00,9022233,6723389042
2016-06-07 05:15:00,8238416,5952496680
2016-06-07 05:20:00,8623933,5943642953
2016-06-07 05:25:00,9434107,7325421878
2016-06-07 05:30:00,8750658,6565348889
2016-06-07 05:35:00,7931730,5500809400
2016-06-07 05:40:00,7913608,5610071488
2016-06-07 05:45:00,7901906,5615725733
2016-06-07 05:50:00,7323342,5126414264
2016-06-07 05:55:00,6512439,4745335730
2016-06-07 06:00:00,8280662,6496325818
2016-06-07 06:05:00,13780901,11900646979
2016-06-07 06:10:00,10295874,7316381005
2016-06-07 06:15:00,9482907,6998224084
2016-06-07 06:20:00,10314504,7501581352
2016-06-07 06:25:00,11394998,8788638974
2016-06-07 06:30:00,9850968,7134245363
2016-06-07 06:35:00,9684710,7570699393
2016-06-07 06:40:00,9573952,7303591684
2016-06-07 06:45:00,8587953,6343385110
2016-06-07 06:50:00,8746094,6496674929
2016-06-07 06:55:00,7794759,5095555298
2016-06-07 07:00:00,7858053,5420187403
2016-06-07 07:05:00,10645634,7559351079
2016-06-07 07:10:00,8304917,5872799200
2016-06-07 07:15:00,8753181,6170886887
2016-06-07 07:20:00,6768134,3627213943
2016-06-07 07:25:00,8327299,5692626602
2016-06-07 07:30:00,8156886,5804780932
2016-06-07 07:35:00,8075463,5800643977
2016-06-07 07:40:00,8146364,5798290324
2016-06-07 07:45:00,7768769,5649177374
2016-06-07 07:50:00,7861685,6044599536
2016-06-07 07:55:00,7173222,4948027772
2016-06-07 08:00:00,8707470,6384824237
2016-06-07 08:05:00,10234370,7414173462
2016-06-07 08:10:00,8621495,6180823787
2016-06-07 08:15:00,8659699,6259613511
2016-06-07 08:20:00,9253972,6695251097
2016-06-07 08:25:00,8480043,5929967032
2016-06-07 08:30:00,9063313,6095692442
2016-06-07 08:35:00,9732502,6686430086
2016-06-07 08:40:00,10309984,7702201009
2016-06-07 08:45:00,10707847,8044420879
2016-06-07 08:50:00,10672069,7590543709
2016-06-07 08:55:00,9882687,7228007590
2016-06-07 09:00:00,11725031,7943601299
2016-06-07 09:05:00,11524487,8092927845
2016-06-07 09:10:00,12069729,8674175641
2016-06-07 09:15:00,12181447,8825429999
2016-06-07 09:20:00,13143181,9335419394
2016-06-07 09:25:00,12702214,8672160020
2016-06-07 09:30:00,10555629,6518120380
2016-06-07 09:35:00,12782766,9181027245
2016-06-07 09:40:00,12640493,9182860441
2016-06-07 09:45:00,12735606,9119386114
2016-06-07 09:50:00,12818748,9057501083
2016-06-07 09:55:00,13605918,9371717673
2016-06-07 10:00:00,14388776,10187214960
2016-06-07 10:05:00,12976316,9071763993
2016-06-07 10:10:00,13242912,9109289832
2016-06-07 10:15:00,13047466,9139850297
2016-06-07 10:20:00,13628953,9551290806
2016-06-07 10:25:00,13051804,9255777344
2016-06-07 10:30:00,11211516,7462771467
2016-06-07 10:35:00,12315009,8532771316
2016-06-07 10:40:00,13388835,9296246796
2016-06-07 10:45:00,14663000,10750811371
2016-06-07 10:50:00,14104012,10283497037
2016-06-07 10:55:00,13657380,9724016849
2016-06-07 11:00:00,14506756,10246522617
2016-06-07 11:05:00,15450579,11195548454
2016-06-07 11:10:00,14963169,10862798426
2016-06-07 11:15:00,14507163,10643853734
2016-06-07 11:20:00,14768024,10869592264
2016-06-07 11:25:00,14877445,10966534233
2016-06-07 11:30:00,13996745,9991177128
2016-06-07 11:35:00,13409507,9644356131
2016-06-07 11:40:00,12774116,9539357456
2016-06-07 11:45:00,14402234,10615103602
2016-06-07 11:50:00,14343913,10350013547
2016-06-07 11:55:00,11389934,6828576837
2016-06-07 12:00:00,16413368,12948514552
2016-06-07 12:05:00,16177573,12652643773
2016-06-07 12:10:00,14750099,10882395236
2016-06-07 12:15:00,14207429,9766965145
2016-06-07 12:20:00,15335832,10645846742
2016-06-07 12:25:00,13878230,9810001126
2016-06-07 12:30:00,13373816,9502495546
2016-06-07 12:35:00,15062028,11095579895
2016-06-07 12:40:00,13483811,9393644439
2016-06-07 12:45:00,14606750,10646820232
2016-06-07 12:50:00,14935191,10894091820
2016-06-07 12:55:00,13533617,9481015471
2016-06-07 13:00:00,13844824,9577078328
2016-06-07 13:05:00,14406494,10682428473
2016-06-07 13:10:00,12368201,8682259221
2016-06-07 13:15:00,13943392,9688795142
2016-06-07 13:20:00,12722274,8605770082
2016-06-07 13:25:00,12738282,8774819105
2016-06-07 13:30:00,14292550,9768609917
2016-06-07 13:35:00,13974022,9465129476
2016-06-07 13:40:00,14352719,9816338431
2016-06-07 13:45:00,13944022,9515930827
2016-06-07 13:50:00,15059298,10671554703
2016-06-07 13:55:00,13295292,9035660555
2016-06-07 14:00:00,13713767,9859486502
2016-06-07 14:05:00,12899084,9576609160
2016-06-07 14:10:00,13021667,9713880770
2016-06-07 14:15:00,11395229,7967939846
2016-06-07 14:20:00,12774824,9027277280
2016-06-07 14:25:00,12207045,8275862093
2016-06-07 14:30:00,13265839,9186087405
2016-06-07 14:35:00,12336131,8785475767
2016-06-07 14:40:00,11750170,8273405190
2016-06-07 14:45:00,10713868,6486816850
2016-06-07 14:50:00,11837301,8132643211
2016-06-07 14:55:00,11339690,7804316130
2016-06-07 15:00:00,11949704,8682492062
2016-06-07 15:05:00,12307076,8767043378
2016-06-07 15:10:00,11894284,8417917719
2016-06-07 15:15:00,12287880,8679653789
2016-06-07 15:20:00,12473977,8753045813
2016-06-07 15:25:00,12517191,9093973513
2016-06-07 15:30:00,11712754,8164205108
2016-06-07 15:35:00,13731559,10186151978
2016-06-07 15:40:00,12411525,9235599105
2016-06-07 15:45:00,13330638,9459112664
2016-06-07 15:50:00,13694330,9681674337
2016-06-07 15:55:00,13730854,9882524158
2016-06-07 16:00:00,15068766,10752932961
2016-06-07 16:05:00,15617853,10322056758
2016-06-07 16:10:00,15188987,10582221439
2016-06-07 16:15:00,13259214,8985840568
2016-06-07 16:20:00,14330306,9948237571
2016-06-07 16:25:00,13164281,8903639849
2016-06-07 16:30:00,12312303,8694558964
2016-06-07 16:35:00,13519092,9105296960
2016-06-07 16:40:00,18154459,13560219825
2016-06-07 16:45:00,17576965,12997271243
2016-06-07 16:50:00,14659927,10004660040
2016-06-07 16:55:00,14007776,9545870903
2016-06-07 17:00:00,14936093,9840355618
2016-06-07 17:05:00,15772954,10793507327
2016-06-07 17:10:00,15531821,10507964118
2016-06-07 17:15:00,15951502,10684843500
2016-06-07 17:20:00,16268649,10746824985
2016-06-07 17:25:00,15266957,10470506860
2016-06-07 17:30:00,16910133,12059767219
2016-06-07 17:35:00,15121907,10955233408
2016-06-07 17:40:00,15711060,10998879060
2016-06-07 17:45:00,16920165,12154933775
2016-06-07 17:50:00,14701345,10203019783
2016-06-07 17:55:00,14545190,10013867589
2016-06-07 18:00:00,14611036,10268832065
2016-06-07 18:05:00,15252829,10541444245
2016-06-07 18:10:00,14648024,9991998926
2016-06-07 18:15:00,16435201,12083819452
2016-06-07 18:20:00,13642893,8473156285
2016-06-07 18:25:00,15092996,10565759930
2016-06-07 18:30:00,15159600,10930272960
2016-06-07 18:35:00,14430433,10256934306
2016-06-07 18:40:00,13627417,9893447447
2016-06-07 18:45:00,15330525,11038454327
2016-06-07 18:50:00,14614204,10696482271
2016-06-07 18:55:00,13337342,9433488193
2016-06-07 19:00:00,15207836,11386347846
2016-06-07 19:05:00,15545964,11618853559
2016-06-07 19:10:00,14853731,11143780775
2016-06-07 19:15:00,17423451,13582546727
2016-06-07 19:20:00,15693701,11766318287
2016-06-07 19:25:00,16745119,12938138964
2016-06-07 19:30:00,15914097,12219291601
2016-06-07 19:35:00,18890472,14426124021
2016-06-07 19:40:00,66841494,14948676769
2016-06-07 19:45:00,56365766,13273700297
2016-06-07 19:50:00,16395671,12416451021
2016-06-07 19:55:00,16408296,12663277688
2016-06-07 20:00:00,15648411,11836683655
2016-06-07 20:05:00,13536947,9912648525
2016-06-07 20:10:00,13103772,9640736746
2016-06-07 20:15:00,13025828,9706589412
2016-06-07 20:20:00,10884198,6728807045
2016-06-07 20:25:00,11683827,8359826133
2016-06-07 20:30:00,12339721,8792948137
2016-06-07 20:35:00,12169093,8635835234
2016-06-07 20:40:00,11829404,8453733139
2016-06-07 20:45:00,11678573,8233256799
2016-06-07 20:50:00,68949238,10719995286
2016-06-07 20:55:00,10824751,7559793097
2016-06-07 21:00:00,11249679,7753017705
2016-06-07 21:05:00,11015153,7504522535
2016-06-07 21:10:00,10812865,7350467112
2016-06-07 21:15:00,10577063,7318973289
2016-06-07 21:20:00,10634021,7428114557
2016-06-07 21:25:00,9513959,6602955738
2016-06-07 21:30:00,9896037,7552401204
2016-06-07 21:35:00,9887013,7045937672
2016-06-07 21:40:00,78883315,10032217514
2016-06-07 21:45:00,10340671,7574236321
2016-06-07 21:50:00,51729157,8628268358
2016-06-07 21:55:00,54440716,8848931009
2016-06-07 22:00:00,11519645,8420934052
2016-06-07 22:05:00,11180590,8217598544
2016-06-07 22:10:00,55527816,9057316148
2016-06-07 22:15:00,33706091,8772152271
2016-06-07 22:20:00,53789342,9014687423
2016-06-07 22:25:00,48661203,8924704247
2016-06-07 22:30:00,21566515,8722389490
2016-06-07 22:35:00,15758704,8261736271
2016-06-07 22:40:00,15547794,8112163761
2016-06-07 22:45:00,10465895,7616788477
2016-06-07 22:50:00,10409399,7606921446
2016-06-07 22:55:00,9941993,7176959845
2016-06-07 23:00:00,10158221,7217785036
2016-06-07 23:05:00,12021312,8927023683
2016-06-07 23:10:00,11834963,8730277558
2016-06-07 23:15:00,11692820,8617613636
2016-06-07 23:20:00,10456809,7624765533
2016-06-07 23:25:00,9259985,6029822864
2016-06-07 23:30:00,11534071,8308454340
2016-06-07 23:35:00,11227607,8296275005
2016-06-07 23:40:00,10528137,8071196104
2016-06-07 23:45:00,11223441,8538843741
2016-06-07 23:50:00,11900846,9339295582
2016-06-07 23:55:00,13293140,10565197335
